시간,버튼,행동,플레이어 체력,보스 체력,점수,소유 경험치,총 경험치,공격력,공격 성공 확률,공격력 강화 레벨,정확도 강화 레벨
2024-04-17 23:56:19:12,정확도 강화,성공,1,291,241,255,270,1,87.81,1,2
2024-04-17 23:56:19:46,정확도 강화,성공,1,291,241,232,270,1,93.81,1,3
2024-04-17 23:56:19:82,정확도 강화,성공,1,291,241,197,270,1,100.81,1,4
2024-04-17 23:56:30:49,정확도 강화,성공,1,291,241,146,270,1,108.81,1,5
2024-04-17 23:56:30:71,정확도 강화,실패,1,291,241,75,270,1,117.81,1,6
2024-04-17 23:56:30:91,정확도 강화,실패,1,291,241,75,270,1,117.81,1,6
2024-04-17 23:56:34:50,공격,성공,1,291,241,75,270,1,117.81,1,6
2024-04-17 23:56:34:79,공격,성공,1,290,76,105,300,1,107.2071,1,6
2024-04-17 23:56:35:10,공격,성공,1,289,106,135,330,1,97.558461,1,6
2024-04-17 23:56:35:34,공격,실패,1,288,136,165,360,1,88.77819951,1,6
2024-04-17 23:56:35:58,공격,다시하기,0,288,136,165,360,1,100,1,6
2024-04-17 23:56:36:01,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:56:36:19,공격,실패,3,299,1,30,30,1,91,1,1
2024-04-17 23:56:36:39,공격,성공,2,299,1,30,30,1,100,1,1
2024-04-17 23:56:36:58,공격,성공,2,298,31,60,60,1,91,1,1
2024-04-17 23:56:36:78,공격,실패,2,297,61,90,90,1,82.81,1,1
2024-04-17 23:56:36:99,공격,성공,1,297,61,90,90,1,100,1,1
2024-04-17 23:56:37:25,공격,성공,1,296,91,120,120,1,91,1,1
2024-04-17 23:56:37:58,공격,성공,1,295,121,150,150,1,82.81,1,1
2024-04-17 23:56:37:87,공격,성공,1,294,151,180,180,1,75.3571,1,1
2024-04-17 23:56:38:13,공격,성공,1,293,181,210,210,1,68.574961,1,1
2024-04-17 23:56:38:33,공격,실패,1,292,211,240,240,1,62.40321451,1,1
2024-04-17 23:56:38:51,공격,다시하기,0,292,211,240,240,1,100,1,1
2024-04-17 23:56:38:80,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:56:38:99,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 23:56:57:94,공격,실패,3,298,31,60,60,1,82.81,1,1
2024-04-17 23:56:58:18,공격,성공,2,298,31,60,60,1,100,1,1
2024-04-17 23:56:58:37,공격,성공,2,297,61,90,90,1,91,1,1
2024-04-17 23:56:58:55,공격,실패,2,296,91,120,120,1,82.81,1,1
2024-04-17 23:56:58:73,공격,성공,1,296,91,120,120,1,100,1,1
2024-04-17 23:56:58:91,공격,성공,1,295,121,150,150,1,91,1,1
2024-04-17 23:56:59:19,공격,성공,1,294,151,180,180,1,82.81,1,1
2024-04-17 23:56:59:42,공격,성공,1,293,181,210,210,1,75.3571,1,1
2024-04-17 23:56:59:76,공격,성공,1,292,211,240,240,1,68.574961,1,1
2024-04-17 23:56:59:94,공격,실패,1,291,241,270,270,1,62.40321451,1,1
2024-04-17 23:57:00:13,공격,다시하기,0,291,241,270,270,1,100,1,1
2024-04-17 23:57:00:40,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:57:00:59,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 23:57:00:78,공격,성공,3,298,31,60,60,1,82.81,1,1
2024-04-17 23:57:00:95,공격,성공,3,297,61,90,90,1,75.3571,1,1
2024-04-17 23:57:01:13,공격,성공,3,296,91,120,120,1,68.574961,1,1
2024-04-17 23:57:01:32,공격,성공,3,295,121,150,150,1,62.40321451,1,1
2024-04-17 23:57:01:50,공격,실패,3,294,151,180,180,1,56.7869252041,1,1
2024-04-17 23:57:01:71,공격,성공,2,294,151,180,180,1,100,1,1
2024-04-17 23:57:01:91,공격,성공,2,293,181,210,210,1,91,1,1
2024-04-17 23:57:02:15,공격,성공,2,292,211,240,240,1,82.81,1,1
2024-04-17 23:57:02:39,공격,성공,2,291,241,270,270,1,75.3571,1,1
2024-04-17 23:57:02:70,공격,성공,2,290,271,300,300,1,68.574961,1,1
2024-04-17 23:57:03:01,공격,성공,2,289,301,330,330,1,62.40321451,1,1
2024-04-17 23:57:03:23,공격,성공,2,288,331,360,360,1,56.7869252041,1,1
2024-04-17 23:57:03:57,공격,실패,2,287,361,390,390,1,51.676101935731,1,1
2024-04-17 23:57:03:73,공격,성공,1,287,361,390,390,1,100,1,1
2024-04-17 23:57:04:05,공격,성공,1,286,391,420,420,1,91,1,1
2024-04-17 23:57:04:29,공격,실패,1,285,421,450,450,1,82.81,1,1
2024-04-17 23:57:06:27,공격력 강화,성공,0,285,421,450,450,1,100,1,1
2024-04-17 23:57:06:74,공격력 강화,성공,0,285,421,430,450,2,100,2,1
2024-04-17 23:57:06:98,공격력 강화,성공,0,285,421,400,450,8,100,3,1
2024-04-17 23:57:07:23,공격력 강화,성공,0,285,421,355,450,15,100,4,1
2024-04-17 23:57:09:63,공격,다시하기,0,285,421,290,450,23,100,5,1
2024-04-17 23:57:12:54,공격력 강화,실패,3,300,0,0,0,1,100,1,1
2024-04-17 23:57:12:81,공격력 강화,실패,3,300,0,0,0,1,100,1,1
2024-04-17 23:57:12:97,공격력 강화,실패,3,300,0,0,0,1,100,1,1
2024-04-17 23:57:13:99,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:57:14:34,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 23:57:14:64,공격,성공,3,298,31,60,60,1,82.81,1,1
2024-04-17 23:57:14:87,공격,성공,3,297,61,90,90,1,75.3571,1,1
2024-04-17 23:57:15:10,공격,실패,3,296,91,120,120,1,68.574961,1,1
2024-04-17 23:57:15:32,공격,성공,2,296,91,120,120,1,100,1,1
2024-04-17 23:57:15:61,공격,성공,2,295,121,150,150,1,91,1,1
2024-04-17 23:57:15:89,공격,성공,2,294,151,180,180,1,82.81,1,1
2024-04-17 23:57:16:16,공격,실패,2,293,181,210,210,1,75.3571,1,1
2024-04-17 23:57:16:42,공격,성공,1,293,181,210,210,1,100,1,1
2024-04-17 23:57:16:66,공격,성공,1,292,211,240,240,1,91,1,1
2024-04-17 23:57:16:93,공격,성공,1,291,241,270,270,1,82.81,1,1
2024-04-17 23:57:17:24,공격,성공,1,290,271,300,300,1,75.3571,1,1
2024-04-17 23:57:17:49,공격,성공,1,289,301,330,330,1,68.574961,1,1
2024-04-17 23:57:17:70,공격,성공,1,288,331,360,360,1,62.40321451,1,1
2024-04-17 23:57:17:90,공격,실패,1,287,361,390,390,1,56.7869252041,1,1
2024-04-17 23:57:18:11,공격,다시하기,0,287,361,390,390,1,100,1,1
2024-04-17 23:57:18:77,공격력 강화,실패,3,300,0,0,0,1,100,1,1
2024-04-17 23:57:19:09,공격력 강화,실패,3,300,0,0,0,1,100,1,1
2024-04-17 23:57:19:39,공격력 강화,실패,3,300,0,0,0,1,100,1,1
2024-04-17 23:57:22:49,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:57:22:67,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 23:57:22:85,공격,실패,3,298,31,60,60,1,82.81,1,1
2024-04-17 23:57:23:03,공격,성공,2,298,31,60,60,1,100,1,1
2024-04-17 23:57:23:22,공격,성공,2,297,61,90,90,1,91,1,1
2024-04-17 23:57:23:41,공격,성공,2,296,91,120,120,1,82.81,1,1
2024-04-17 23:57:23:61,공격,성공,2,295,121,150,150,1,75.3571,1,1
2024-04-17 23:57:23:82,공격,실패,2,294,151,180,180,1,68.574961,1,1
2024-04-17 23:57:24:02,공격,성공,1,294,151,180,180,1,100,1,1
2024-04-17 23:57:24:42,공격,성공,1,293,181,210,210,1,91,1,1
2024-04-17 23:57:25:26,공격력 강화,성공,1,292,211,240,240,1,82.81,1,1
2024-04-17 23:57:25:45,공격력 강화,성공,1,292,211,220,240,2,82.81,2,1
2024-04-17 23:57:25:66,공격력 강화,성공,1,292,211,190,240,8,82.81,3,1
2024-04-17 23:57:25:89,공격력 강화,성공,1,292,211,145,240,15,82.81,4,1
2024-04-17 23:57:26:12,공격력 강화,실패,1,292,211,80,240,23,82.81,5,1
2024-04-17 23:57:26:35,공격력 강화,실패,1,292,211,80,240,23,82.81,5,1
2024-04-17 23:57:27:00,정확도 강화,성공,1,292,211,80,240,23,82.81,5,1
2024-04-17 23:57:27:37,정확도 강화,성공,1,292,211,65,240,23,87.81,5,2
2024-04-17 23:57:27:80,정확도 강화,성공,1,292,211,42,240,23,93.81,5,3
2024-04-17 23:57:28:06,정확도 강화,실패,1,292,211,7,240,23,100.81,5,4
2024-04-17 23:57:30:58,공격,성공,1,292,211,7,240,23,100.81,5,4
2024-04-17 23:57:30:91,공격,성공,1,269,30,37,270,23,91.7371,5,4
2024-04-17 23:57:31:16,공격,성공,1,246,60,67,300,23,83.480761,5,4
2024-04-17 23:57:31:42,공격,실패,1,223,90,97,330,23,75.96749251,5,4
2024-04-17 23:57:31:69,공격,다시하기,0,223,90,97,330,23,100,5,4
2024-04-17 23:57:32:12,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:57:32:34,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 23:57:32:55,공격,성공,3,298,31,60,60,1,82.81,1,1
2024-04-17 23:57:32:80,공격,성공,3,297,61,90,90,1,75.3571,1,1
2024-04-17 23:57:45:76,공격력 강화,성공,3,296,91,120,120,1,68.574961,1,1
2024-04-17 23:57:46:23,공격력 강화,성공,3,296,91,100,120,2,68.574961,2,1
2024-04-17 23:57:46:50,공격력 강화,성공,3,296,91,70,120,8,68.574961,3,1
2024-04-17 23:57:46:76,공격력 강화,실패,3,296,91,25,120,15,68.574961,4,1
2024-04-17 23:57:47:12,공격력 강화,실패,3,296,91,25,120,15,68.574961,4,1
2024-04-17 23:57:47:46,공격력 강화,실패,3,296,91,25,120,15,68.574961,4,1
2024-04-17 23:57:52:42,정확도 강화,성공,3,296,91,25,120,15,68.574961,4,1
2024-04-17 23:57:52:70,정확도 강화,실패,3,296,91,10,120,15,73.574961,4,2
2024-04-17 23:57:52:92,정확도 강화,실패,3,296,91,10,120,15,73.574961,4,2
2024-04-17 23:57:53:14,정확도 강화,실패,3,296,91,10,120,15,73.574961,4,2
2024-04-17 23:57:54:49,공격력 강화,실패,3,296,91,10,120,15,73.574961,4,2
2024-04-17 23:57:54:87,공격력 강화,실패,3,296,91,10,120,15,73.574961,4,2
2024-04-17 23:57:55:10,공격력 강화,실패,3,296,91,10,120,15,73.574961,4,2
2024-04-17 23:57:55:27,공격력 강화,실패,3,296,91,10,120,15,73.574961,4,2
2024-04-17 23:57:55:95,공격,성공,3,296,91,10,120,15,73.574961,4,2
2024-04-17 23:57:56:21,공격,실패,3,281,25,40,150,15,66.95321451,4,2
2024-04-17 23:57:56:47,공격,성공,2,281,25,40,150,15,100,4,2
2024-04-17 23:57:58:36,정확도 강화,성공,2,266,55,70,180,15,91,4,2
2024-04-17 23:57:58:76,정확도 강화,성공,2,266,55,47,180,15,97,4,3
2024-04-17 23:57:59:07,정확도 강화,실패,2,266,55,12,180,15,104,4,4
2024-04-17 23:57:59:30,정확도 강화,실패,2,266,55,12,180,15,104,4,4
2024-04-17 23:57:59:78,공격력 강화,실패,2,266,55,12,180,15,104,4,4
2024-04-17 23:58:01:81,정확도 강화,실패,2,266,55,12,180,15,104,4,4
2024-04-17 23:58:02:31,정확도 강화,실패,2,266,55,12,180,15,104,4,4
2024-04-17 23:58:02:50,정확도 강화,실패,2,266,55,12,180,15,104,4,4
2024-04-17 23:58:02:68,정확도 강화,실패,2,266,55,12,180,15,104,4,4
2024-04-17 23:58:03:70,공격,성공,2,266,55,12,180,15,104,4,4
2024-04-17 23:58:04:58,공격,성공,2,251,27,42,210,15,94.64,4,4
2024-04-17 23:58:04:96,공격,성공,2,236,57,72,240,15,86.1224,4,4
2024-04-17 23:58:05:21,공격,성공,2,221,87,102,270,15,78.371384,4,4
2024-04-17 23:58:05:47,공격,실패,2,206,117,132,300,15,71.31795944,4,4
2024-04-17 23:58:05:72,공격,성공,1,206,117,132,300,15,100,4,4
2024-04-17 23:58:52:28,정확도 강화,성공,1,191,147,162,330,15,91,4,4
2024-04-17 23:58:53:33,공격,성공,1,191,147,111,330,15,99,4,5
2024-04-17 23:58:53:96,공격,성공,1,176,126,141,360,15,90.09,4,5
2024-04-17 23:58:54:26,공격,성공,1,161,156,171,390,15,81.9819,4,5
2024-04-17 23:58:54:45,공격,실패,1,146,186,201,420,15,74.603529,4,5
2024-04-17 23:58:58:83,정확도 강화,성공,0,146,186,201,420,15,100,4,5
2024-04-17 23:58:59:16,정확도 강화,성공,0,146,186,130,420,15,109,4,6
2024-04-17 23:58:59:41,정확도 강화,실패,0,146,186,35,420,15,119,4,7
2024-04-17 23:58:59:65,정확도 강화,실패,0,146,186,35,420,15,119,4,7
2024-04-17 23:58:59:85,정확도 강화,실패,0,146,186,35,420,15,119,4,7
2024-04-17 23:59:02:35,공격,다시하기,0,146,186,35,420,15,119,4,7
2024-04-17 23:59:02:93,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:59:03:24,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 23:59:03:47,공격,실패,3,298,31,60,60,1,82.81,1,1
2024-04-17 23:59:03:72,공격,성공,2,298,31,60,60,1,100,1,1
2024-04-17 23:59:03:98,공격,성공,2,297,61,90,90,1,91,1,1
2024-04-17 23:59:04:24,공격,성공,2,296,91,120,120,1,82.81,1,1
2024-04-17 23:59:04:47,공격,실패,2,295,121,150,150,1,75.3571,1,1
2024-04-17 23:59:04:69,공격,성공,1,295,121,150,150,1,100,1,1
2024-04-17 23:59:04:92,공격,성공,1,294,151,180,180,1,91,1,1
2024-04-17 23:59:05:16,공격,성공,1,293,181,210,210,1,82.81,1,1
2024-04-17 23:59:05:37,공격,성공,1,292,211,240,240,1,75.3571,1,1
2024-04-17 23:59:05:61,공격,성공,1,291,241,270,270,1,68.574961,1,1
2024-04-17 23:59:05:84,공격,성공,1,290,271,300,300,1,62.40321451,1,1
2024-04-17 23:59:06:10,공격,성공,1,289,301,330,330,1,56.7869252041,1,1
2024-04-17 23:59:06:36,공격,실패,1,288,331,360,360,1,51.676101935731,1,1
2024-04-17 23:59:07:13,정확도 강화,성공,0,288,331,360,360,1,100,1,1
2024-04-17 23:59:07:36,정확도 강화,성공,0,288,331,345,360,1,105,1,2
2024-04-17 23:59:08:13,공격력 강화,성공,0,288,331,322,360,1,111,1,3
2024-04-17 23:59:08:32,공격력 강화,성공,0,288,331,302,360,2,111,2,3
2024-04-17 23:59:08:51,공격력 강화,성공,0,288,331,272,360,8,111,3,3
2024-04-17 23:59:12:56,공격,다시하기,0,288,331,227,360,15,111,4,3
2024-04-17 23:59:14:21,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:59:16:27,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 23:59:16:71,공격,실패,3,298,31,60,60,1,82.81,1,1
2024-04-17 23:59:17:15,공격,성공,2,298,31,60,60,1,100,1,1
2024-04-17 23:59:17:62,공격,성공,2,297,61,90,90,1,91,1,1
2024-04-17 23:59:18:13,공격,성공,2,296,91,120,120,1,82.81,1,1
2024-04-17 23:59:19:96,정확도 강화,성공,2,295,121,150,150,1,75.3571,1,1
2024-04-17 23:59:20:25,정확도 강화,성공,2,295,121,135,150,1,80.3571,1,2
2024-04-17 23:59:22:20,공격,성공,2,295,121,112,150,1,86.3571,1,3
2024-04-17 23:59:22:58,공격,실패,2,294,113,142,180,1,78.584961,1,3
2024-04-17 23:59:22:90,공격,성공,1,294,113,142,180,1,100,1,3
2024-04-17 23:59:23:73,정확도 강화,성공,1,293,143,172,210,1,91,1,3
2024-04-17 23:59:24:02,정확도 강화,성공,1,293,143,137,210,1,98,1,4
2024-04-17 23:59:24:32,정확도 강화,성공,1,293,143,86,210,1,106,1,5
2024-04-17 23:59:24:65,정확도 강화,실패,1,293,143,15,210,1,115,1,6
2024-04-17 23:59:26:50,공격,성공,1,293,143,15,210,1,115,1,6
2024-04-17 23:59:26:74,공격,성공,1,292,16,45,240,1,104.65,1,6
2024-04-17 23:59:26:95,공격,성공,1,291,46,75,270,1,95.2315,1,6
2024-04-17 23:59:27:16,공격,성공,1,290,76,105,300,1,86.660665,1,6
2024-04-17 23:59:27:36,공격,성공,1,289,106,135,330,1,78.86120515,1,6
2024-04-17 23:59:27:71,공격,실패,1,288,136,165,360,1,71.7636966865,1,6
2024-04-17 23:59:27:95,공격,다시하기,0,288,136,165,360,1,100,1,6
2024-04-17 23:59:28:13,공격,성공,3,300,0,0,0,1,100,1,1
2024-04-17 23:59:28:46,공격,성공,3,299,1,30,30,1,91,1,1
2024-04-17 23:59:28:63,공격,실패,3,298,31,60,60,1,82.81,1,1
2024-04-17 23:59:28:82,공격,성공,2,298,31,60,60,1,100,1,1
2024-04-17 23:59:29:00,공격,성공,2,297,61,90,90,1,91,1,1
2024-04-17 23:59:29:18,공격,성공,2,296,91,120,120,1,82.81,1,1
2024-04-17 23:59:29:36,공격,성공,2,295,121,150,150,1,75.3571,1,1
2024-04-17 23:59:29:53,공격,성공,2,294,151,180,180,1,68.574961,1,1
2024-04-17 23:59:29:67,공격,성공,2,293,181,210,210,1,62.40321451,1,1
